chapter,paragraph,sentence,text
CHAPTER XXXVI,7,1,How differently did everything now appear in which he was concerned!
CHAPTER XXXVI,7,2,"His attentions to Miss King were now the consequence of views solely and hatefully mercenary; and the mediocrity of her fortune proved no longer the moderation of his wishes, but his eagerness to grasp at anything."
CHAPTER XXXVI,7,3,"His behaviour to herself could now have had no tolerable motive: he had either been deceived with regard to her fortune, or had been gratifying his vanity by encouraging the preference which she believed she had most incautiously shown."
CHAPTER XXXVI,7,4,"Every lingering struggle in his favour grew fainter and fainter; and in further justification of Mr. Darcy, she could not but allow that Mr. Bingley, when questioned by Jane, had long ago asserted his blamelessness in the affair;--that, proud and repulsive as were his manners, she had never, in the whole course of their acquaintance--an acquaintance which had latterly brought them much together, and given her a sort of intimacy with his ways--seen anything that betrayed him to be unprincipled or unjust--anything that spoke him of irreligious or immoral habits;--that among his own connections he was esteemed and valued;--that even Wickham had allowed him merit as a brother, and that she had often heard him speak so affectionately of his sister as to prove him capable of some amiable feeling;--that had his actions been what Wickham represented them, so gross a violation of everything right could hardly have been concealed from the world; and that friendship between a person capable of it and such an amiable man as Mr. Bingley was incomprehensible."
CHAPTER XXXVI,8,1,She grew absolutely ashamed of herself.
CHAPTER XXXVI,8,2,"Of neither Darcy nor Wickham could she think, without feeling that she had been blind, partial, prejudiced, absurd."
CHAPTER XXXVI,9,1,“How despicably have I acted!” she cried.
CHAPTER XXXVI,9,2,"“I, who have prided myself on my discernment!"
CHAPTER XXXVI,9,3,"I, who have valued myself on my abilities!"
CHAPTER XXXVI,9,4,"who have often disdained the generous candour of my sister, and gratified my vanity in useless or blameless distrust."
CHAPTER XXXVI,9,5,How humiliating is this discovery!
CHAPTER XXXVI,9,6,"Yet, how just a humiliation!"
CHAPTER XXXVI,9,7,"Had I been in love, I could not have been more wretchedly blind."
CHAPTER XXXVI,9,8,"But vanity, not love, has been my folly."
CHAPTER XXXVI,9,9,"Pleased with the preference of one, and offended by the neglect of the other, on the very beginning of our acquaintance, I have courted prepossession and ignorance, and driven reason away where either were concerned."
CHAPTER XXXVI,9,10,"Till this moment, I never knew myself.”"
CHAPTER XXXVI,10,1,"From herself to Jane, from Jane to Bingley, her thoughts were in a line which soon brought to her recollection that Mr. Darcy’s explanation _there_ had appeared very insufficient; and she read it again."
CHAPTER XXXVI,10,2,Widely different was the effect of a second perusal.
CHAPTER XXXVI,10,3,"How could she deny that credit to his assertions, in one instance, which she had been obliged to give in the other?"
CHAPTER XXXVI,10,4,He declared himself to have been totally unsuspicious of her sister’s attachment; and she could not help remembering what Charlotte’s opinion had always been.
CHAPTER XXXVI,10,5,Neither could she deny the justice of his description of Jane.
CHAPTER XXXVI,10,6,"She felt that Jane’s feelings, though fervent, were little displayed, and that there was a constant complacency in her air and manner, not often united with great sensibility."
CHAPTER XXXVI,11,1,"When she came to that part of the letter in which her family were mentioned, in tones of such mortifying, yet merited, reproach, her sense of shame was severe."
CHAPTER XXXVI,11,2,"The justice of the charge struck her too forcibly for denial; and the circumstances to which he particularly alluded, as having passed at the Netherfield ball, and as confirming all his first disapprobation, could not have made a stronger impression on his mind than on hers."
CHAPTER XXXVI,12,1,The compliment to herself and her sister was not unfelt.
CHAPTER XXXVI,12,2,"It soothed, but it could not console her for the contempt which had been thus self-attracted by the rest of her family; and as she considered that Jane’s disappointment had, in fact, been the work of her nearest relations, and reflected how materially the credit of both must be hurt by such impropriety of conduct, she felt depressed beyond anything she had ever known before."
CHAPTER XXXVI,13,1,"After wandering along the lane for two hours, giving way to every variety of thought, reconsidering events, determining probabilities, and reconciling herself, as well as she could, to a change so sudden and so important, fatigue, and a recollection of her long absence, made her at length return home; and she entered the house with the wish of appearing cheerful as usual, and the resolution of repressing such reflections as must make her unfit for conversation."
CHAPTER XXXVI,14,1,"She was immediately told, that the two gentlemen from Rosings had each called during her absence; Mr. Darcy, only for a few minutes, to take leave, but that Colonel Fitzwilliam had been sitting with them at least an hour, hoping for her return, and almost resolving to walk after her till she could be found."
CHAPTER XXXVI,14,2,Elizabeth could but just _affect_ concern in missing him; she really rejoiced at it.
CHAPTER XXXVI,14,3,Colonel Fitzwilliam was no longer an object.
CHAPTER XXXVI,14,4,She could think only of her letter.
CHAPTER XXXVII,1,1,"The two gentlemen left Rosings the next morning; and Mr. Collins having been in waiting near the lodges, to make them his parting obeisance, was able to bring home the pleasing intelligence of their appearing in very good health, and in as tolerable spirits as could be expected, after the melancholy scene so lately gone through at Rosings."
CHAPTER XXXVII,1,2,"To Rosings he then hastened to console Lady Catherine and her daughter; and on his return brought back, with great satisfaction, a message from her Ladyship, importing that she felt herself so dull as to make her very desirous of having them all to dine with her."
CHAPTER XXXVII,2,1,"Elizabeth could not see Lady Catherine without recollecting that, had she chosen it, she might by this time have been presented to her as her future niece; nor could she think, without a smile, of what her Ladyship’s indignation would have been."
CHAPTER XXXVII,2,2,“What would she have said?
CHAPTER XXXVII,2,3,how would she have behaved?” were the questions with which she amused herself.
CHAPTER XXXVII,3,1,Their first subject was the diminution of the Rosings’ party.
CHAPTER XXXVII,3,2,"“I assure you, I feel it exceedingly,” said Lady Catherine; “I believe nobody feels the loss of friends so much as I do."
CHAPTER XXXVII,3,3,But I am particularly attached to these young men; and know them to be so much attached to me!
CHAPTER XXXVII,3,4,They were excessively sorry to go!
CHAPTER XXXVII,3,5,But so they always are.
CHAPTER XXXVII,3,6,"The dear Colonel rallied his spirits tolerably till just at last; but Darcy seemed to feel it most acutely--more, I think, than last year."
CHAPTER XXXVII,3,7,His attachment to Rosings certainly increases.”
CHAPTER XXXVII,4,1,"Mr. Collins had a compliment and an allusion to throw in here, which were kindly smiled on by the mother and daughter."
CHAPTER XXXVII,5,1,"Lady Catherine observed, after dinner, that Miss Bennet seemed out of spirits; and immediately accounting for it herself, by supposing that she did not like to go home again so soon, she added,--"
CHAPTER XXXVII,6,1,"“But if that is the case, you must write to your mother to beg that you may stay a little longer."
CHAPTER XXXVII,6,2,"Mrs. Collins will be very glad of your company, I am sure.”"
CHAPTER XXXVII,7,1,"“I am much obliged to your Ladyship for your kind invitation,” replied Elizabeth; “but it is not in my power to accept it."
CHAPTER XXXVII,7,2,I must be in town next Saturday.”
CHAPTER XXXVII,8,1,"“Why, at that rate, you will have been here only six weeks."
CHAPTER XXXVII,8,2,I expected you to stay two months.
CHAPTER XXXVII,8,3,I told Mrs. Collins so before you came.
CHAPTER XXXVII,8,4,There can be no occasion for your going so soon.
CHAPTER XXXVII,8,5,Mrs. Bennet could certainly spare you for another fortnight.”
CHAPTER XXXVII,9,1,“But my father cannot.
CHAPTER XXXVII,9,2,He wrote last week to hurry my return.”
CHAPTER XXXVII,10,1,"“Oh, your father, of course, may spare you, if your mother can."
CHAPTER XXXVII,10,2,Daughters are never of so much consequence to a father.
CHAPTER XXXVII,10,3,"And if you will stay another _month_ complete, it will be in my power to take one of you as far as London, for I am going there early in June, for a week; and as Dawson does not object to the barouche-box, there will be very good room for one of you--and, indeed, if the weather should happen to be cool, I should not object to taking you both, as you are neither of you large.”"
CHAPTER XXXVII,11,1,"“You are all kindness, madam; but I believe we must abide by our original plan.”"
CHAPTER XXXVII,12,1,Lady Catherine seemed resigned.
CHAPTER XXXVII,12,2,“Mrs.
CHAPTER XXXVII,12,3,"Collins, you must send a servant with them."
CHAPTER XXXVII,12,4,"You know I always speak my mind, and I cannot bear the idea of two young women travelling post by themselves."
CHAPTER XXXVII,12,5,It is highly improper.
CHAPTER XXXVII,12,6,You must contrive to send somebody.
CHAPTER XXXVII,12,7,I have the greatest dislike in the world to that sort of thing.
CHAPTER XXXVII,12,8,"Young women should always be properly guarded and attended, according to their situation in life."
CHAPTER XXXVII,12,9,"When my niece Georgiana went to Ramsgate last summer, I made a point of her having two men-servants go with her."
CHAPTER XXXVII,12,10,"Miss Darcy, the daughter of Mr. Darcy of Pemberley, and Lady Anne, could not have appeared with propriety in a different manner."
CHAPTER XXXVII,12,11,I am excessively attentive to all those things.
CHAPTER XXXVII,12,12,"You must send John with the young ladies, Mrs. Collins."
CHAPTER XXXVII,12,13,I am glad it occurred to me to mention it; for it would really be discreditable to _you_ to let them go alone.”
CHAPTER XXXVII,13,1,“My uncle is to send a servant for us.”
CHAPTER XXXVII,14,1,“Oh!
CHAPTER XXXVII,14,2,Your uncle!
CHAPTER XXXVII,14,3,"He keeps a man-servant, does he?"
CHAPTER XXXVII,14,4,I am very glad you have somebody who thinks of those things.
CHAPTER XXXVII,14,5,Where shall you change horses?
CHAPTER XXXVII,14,6,"Oh, Bromley, of course."
CHAPTER XXXVII,14,7,"If you mention my name at the Bell, you will be attended to.”"
CHAPTER XXXVII,15,1,"Lady Catherine had many other questions to ask respecting their journey; and as she did not answer them all herself attention was necessary--which Elizabeth believed to be lucky for her; or, with a mind so occupied, she might have forgotten where she was."
CHAPTER XXXVII,15,2,"Reflection must be reserved for solitary hours: whenever she was alone, she gave way to it as the greatest relief; and not a day went by without a solitary walk, in which she might indulge in all the delight of unpleasant recollections."
CHAPTER XXXVII,16,1,Mr. Darcy’s letter she was in a fair way of soon knowing by heart.
CHAPTER XXXVII,16,2,She studied every sentence; and her feelings towards its writer were at times widely different.
CHAPTER XXXVII,16,3,"When she remembered the style of his address, she was still full of indignation: but when she considered how unjustly she had condemned and upbraided him, her anger was turned against herself; and his disappointed feelings became the object of compassion."
CHAPTER XXXVII,16,4,"His attachment excited gratitude, his general character respect: but she could not approve him; nor could she for a moment repent her refusal, or feel the slightest inclination ever to see him again."
CHAPTER XXXVII,16,5,"In her own past behaviour, there was a constant source of vexation and regret: and in the unhappy defects of her family, a subject of yet heavier chagrin."
CHAPTER XXXVII,16,6,They were hopeless of remedy.
CHAPTER XXXVII,16,7,"Her father, contented with laughing at them, would never exert himself to restrain the wild giddiness of his youngest daughters; and her mother, with manners so far from right herself, was entirely insensible of the evil."
CHAPTER XXXVII,16,8,"Elizabeth had frequently united with Jane in an endeavour to check the imprudence of Catherine and Lydia; but while they were supported by their mother’s indulgence, what chance could there be of improvement?"
CHAPTER XXXVII,16,9,"Catherine, weak-spirited, irritable, and completely under Lydia’s guidance, had been always affronted by their advice; and Lydia, self-willed and careless, would scarcely give them a hearing."
CHAPTER XXXVII,16,10,"They were ignorant, idle, and vain."
CHAPTER XXXVII,16,11,"While there was an officer in Meryton, they would flirt with him; and while Meryton was within a walk of Longbourn, they would be going there for ever."
CHAPTER XXXVII,17,1,"Anxiety on Jane’s behalf was another prevailing concern; and Mr. Darcy’s explanation, by restoring Bingley to all her former good opinion, heightened the sense of what Jane had lost."
CHAPTER XXXVII,17,2,"His affection was proved to have been sincere, and his conduct cleared of all blame, unless any could attach to the implicitness of his confidence in his friend."
CHAPTER XXXVII,17,3,"How grievous then was the thought that, of a situation so desirable in every respect, so replete with advantage, so promising for happiness, Jane had been deprived, by the folly and indecorum of her own family!"
CHAPTER XXXVII,18,1,"When to these recollections was added the development of Wickham’s character, it may be easily believed that the happy spirits which had seldom been depressed before were now so much affected as to make it almost impossible for her to appear tolerably cheerful."
CHAPTER XXXVII,19,1,Their engagements at Rosings were as frequent during the last week of her stay as they had been at first.
CHAPTER XXXVII,19,2,"The very last evening was spent there; and her Ladyship again inquired minutely into the particulars of their journey, gave them directions as to the best method of packing, and was so urgent on the necessity of placing gowns in the only right way, that Maria thought herself obliged, on her return, to undo all the work of the morning, and pack her trunk afresh."
CHAPTER XXXVII,20,1,"When they parted, Lady Catherine, with great condescension, wished them a good journey, and invited them to come to Hunsford again next year; and Miss de Bourgh exerted herself so far as to courtesy and hold out her hand to both."
CHAPTER XXXVIII,1,1,On Saturday morning Elizabeth and Mr. Collins met for breakfast a few minutes before the others appeared; and he took the opportunity of paying the parting civilities which he deemed indispensably necessary.
CHAPTER XXXVIII,2,1,"“I know not, Miss Elizabeth,” said he, “whether Mrs. Collins has yet expressed her sense of your kindness in coming to us; but I am very certain you will not leave the house without receiving her thanks for it."
CHAPTER XXXVIII,2,2,"The favour of your company has been much felt, I assure you."
CHAPTER XXXVIII,2,3,We know how little there is to tempt anyone to our humble abode.
CHAPTER XXXVIII,2,4,"Our plain manner of living, our small rooms, and few domestics, and the little we see of the world, must make Hunsford extremely dull to a young lady like yourself; but I hope you will believe us grateful for the condescension, and that we have done everything in our power to prevent you spending your time unpleasantly.”"
CHAPTER XXXVIII,3,1,Elizabeth was eager with her thanks and assurances of happiness.
CHAPTER XXXVIII,3,2,"She had spent six weeks with great enjoyment; and the pleasure of being with Charlotte, and the kind attention she had received, must make _her_ feel the obliged."
CHAPTER XXXVIII,3,3,"Mr. Collins was gratified; and with a more smiling solemnity replied,--"
CHAPTER XXXVIII,4,1,“It gives me the greatest pleasure to hear that you have passed your time not disagreeably.
CHAPTER XXXVIII,4,2,"We have certainly done our best; and most fortunately having it in our power to introduce you to very superior society, and from our connection with Rosings, the frequent means of varying the humble home scene, I think we may flatter ourselves that your Hunsford visit cannot have been entirely irksome."
CHAPTER XXXVIII,4,3,"Our situation with regard to Lady Catherine’s family is, indeed, the sort of extraordinary advantage and blessing which few can boast."
CHAPTER XXXVIII,4,4,You see on what a footing we are.
CHAPTER XXXVIII,4,5,You see how continually we are engaged there.
CHAPTER XXXVIII,4,6,"In truth, I must acknowledge, that, with all the disadvantages of this humble parsonage, I should not think anyone abiding in it an object of compassion, while they are sharers of our intimacy at Rosings.”"
CHAPTER XXXVIII,5,1,"Words were insufficient for the elevation of his feelings; and he was obliged to walk about the room, while Elizabeth tried to unite civility and truth in a few short sentences."
CHAPTER XXXVIII,6,1,"“You may, in fact, carry a very favourable report of us into Hertfordshire, my dear cousin."
CHAPTER XXXVIII,6,2,"I flatter myself, at least, that you will be able to do so."
CHAPTER XXXVIII,6,3,Lady Catherine’s great attentions to Mrs. Collins you have been a daily witness of; and altogether I trust it does not appear that your friend has drawn an unfortunate--but on this point it will be as well to be silent.
CHAPTER XXXVIII,6,4,"Only let me assure you, my dear Miss Elizabeth, that I can from my heart most cordially wish you equal felicity in marriage."
CHAPTER XXXVIII,6,5,My dear Charlotte and I have but one mind and one way of thinking.
CHAPTER XXXVIII,6,6,There is in everything a most remarkable resemblance of character and ideas between us.
CHAPTER XXXVIII,6,7,We seem to have been designed for each other.”
CHAPTER XXXVIII,7,1,"Elizabeth could safely say that it was a great happiness where that was the case, and with equal sincerity could add, that she firmly believed and rejoiced in his domestic comforts."
CHAPTER XXXVIII,7,2,"She was not sorry, however, to have the recital of them interrupted by the entrance of the lady from whom they sprang."
CHAPTER XXXVIII,7,3,Poor Charlotte!
CHAPTER XXXVIII,7,4,it was melancholy to leave her to such society!
CHAPTER XXXVIII,7,5,"But she had chosen it with her eyes open; and though evidently regretting that her visitors were to go, she did not seem to ask for compassion."
CHAPTER XXXVIII,7,6,"Her home and her housekeeping, her parish and her poultry, and all their dependent concerns, had not yet lost their charms."
CHAPTER XXXVIII,8,1,"At length the chaise arrived, the trunks were fastened on, the parcels placed within, and it was pronounced to be ready."
CHAPTER XXXVIII,8,2,"After an affectionate parting between the friends, Elizabeth was attended to the carriage by Mr. Collins; and as they walked down the garden, he was commissioning her with his best respects to all her family, not forgetting his thanks for the kindness he had received at Longbourn in the winter, and his compliments to Mr. and Mrs. Gardiner, though unknown."
CHAPTER XXXVIII,8,3,"He then handed her in, Maria followed, and the door was on the point of being closed, when he suddenly reminded them, with some consternation, that they had hitherto forgotten to leave any message for the ladies of Rosings."
CHAPTER XXXVIII,9,1,"“But,” he added, “you will of course wish to have your humble respects delivered to them, with your grateful thanks for their kindness to you while you have been here.”"
CHAPTER XXXVIII,10,1,"Elizabeth made no objection: the door was then allowed to be shut, and the carriage drove off."
CHAPTER XXXVIII,11,1,"“Good gracious!” cried Maria, after a few minutes’ silence, “it seems but a day or two since we first came!"
CHAPTER XXXVIII,11,2,and yet how many things have happened!”
CHAPTER XXXVIII,12,1,"“A great many indeed,” said her companion, with a sigh."
CHAPTER XXXVIII,13,1,"“We have dined nine times at Rosings, besides drinking tea there twice!"
CHAPTER XXXVIII,13,2,How much I shall have to tell!”
CHAPTER XXXVIII,14,1,"Elizabeth privately added, “And how much I shall have to conceal!”"
CHAPTER XXXVIII,15,1,"Their journey was performed without much conversation, or any alarm; and within four hours of their leaving Hunsford they reached Mr. Gardiner’s house, where they were to remain a few days."
CHAPTER XXXVIII,16,1,"Jane looked well, and Elizabeth had little opportunity of studying her spirits, amidst the various engagements which the kindness of her aunt had reserved for them."
CHAPTER XXXVIII,16,2,"But Jane was to go home with her, and at Longbourn there would be leisure enough for observation."
CHAPTER XXXVIII,17,1,"It was not without an effort, meanwhile, that she could wait even for Longbourn, before she told her sister of Mr. Darcy’s proposals."
CHAPTER XXXVIII,17,2,"To know that she had the power of revealing what would so exceedingly astonish Jane, and must, at the same time, so highly gratify whatever of her own vanity she had not yet been able to reason away, was such a temptation to openness as nothing could have conquered, but the state of indecision in which she remained as to the extent of what she should communicate, and her fear, if she once entered on the subject, of being hurried into repeating something of Bingley, which might only grieve her sister further."
CHAPTER XXXIX,1,1,"It was the second week in May, in which the three young ladies set out together from Gracechurch Street for the town of ----, in Hertfordshire; and, as they drew near the appointed inn where Mr. Bennet’s carriage was to meet them, they quickly perceived, in token of the coachman’s punctuality, both Kitty and Lydia looking out of a dining-room upstairs."
CHAPTER XXXIX,1,2,"These two girls had been above an hour in the place, happily employed in visiting an opposite milliner, watching the sentinel on guard, and dressing a salad and cucumber."
CHAPTER XXXIX,2,1,"After welcoming their sisters, they triumphantly displayed a table set out with such cold meat as an inn larder usually affords, exclaiming, “Is not this nice?"
CHAPTER XXXIX,2,2,is not this an agreeable surprise?”
CHAPTER XXXIX,3,1,"“And we mean to treat you all,” added Lydia; “but you must lend us the money, for we have just spent ours at the shop out there.” Then showing her purchases,--“Look here, I have bought this bonnet."
CHAPTER XXXIX,3,2,I do not think it is very pretty; but I thought I might as well buy it as not.
CHAPTER XXXIX,3,3,"I shall pull it to pieces as soon as I get home, and see if I can make it up any better.”"
CHAPTER XXXIX,4,1,"And when her sisters abused it as ugly, she added, with perfect unconcern, “Oh, but there were two or three much uglier in the shop; and when I have bought some prettier-coloured satin to trim it with fresh, I think it will be very tolerable."
CHAPTER XXXIX,4,2,"Besides, it will not much signify what one wears this summer, after the ----shire have left Meryton, and they are going in a fortnight.”"
CHAPTER XXXIX,5,1,"“Are they, indeed?” cried Elizabeth, with the greatest satisfaction."
CHAPTER XXXIX,6,1,“They are going to be encamped near Brighton; and I do so want papa to take us all there for the summer!
CHAPTER XXXIX,6,2,"It would be such a delicious scheme, and I dare say would hardly cost anything at all."
CHAPTER XXXIX,6,3,"Mamma would like to go, too, of all things!"
CHAPTER XXXIX,6,4,Only think what a miserable summer else we shall have!”
CHAPTER XXXIX,7,1,"“Yes,” thought Elizabeth; “_that_ would be a delightful scheme, indeed, and completely do for us at once."
CHAPTER XXXIX,7,2,Good Heaven!
CHAPTER XXXIX,7,3,"Brighton and a whole campful of soldiers, to us, who have been overset already by one poor regiment of militia, and the monthly balls of Meryton!”"
CHAPTER XXXIX,8,1,"“Now I have got some news for you,” said Lydia, as they sat down to table."
CHAPTER XXXIX,8,2,“What do you think?
CHAPTER XXXIX,8,3,"It is excellent news, capital news, and about a certain person that we all like.”"
CHAPTER XXXIX,9,1,"Jane and Elizabeth looked at each other, and the waiter was told that he need not stay."
CHAPTER XXXIX,9,2,"Lydia laughed, and said,--"
CHAPTER XXXIX,10,1,"“Ay, that is just like your formality and discretion."
CHAPTER XXXIX,10,2,"You thought the waiter must not hear, as if he cared!"
CHAPTER XXXIX,10,3,I dare say he often hears worse things said than I am going to say.
CHAPTER XXXIX,10,4,But he is an ugly fellow!
CHAPTER XXXIX,10,5,I am glad he is gone.
CHAPTER XXXIX,10,6,I never saw such a long chin in my life.
CHAPTER XXXIX,10,7,"Well, but now for my news: it is about dear Wickham; too good for the waiter, is not it?"
CHAPTER XXXIX,10,8,There is no danger of Wickham’s marrying Mary King--there’s for you!
CHAPTER XXXIX,10,9,She is gone down to her uncle at Liverpool; gone to stay.
CHAPTER XXXIX,10,10,Wickham is safe.”
CHAPTER XXXIX,11,1,“And Mary King is safe!” added Elizabeth; “safe from a connection imprudent as to fortune.”
CHAPTER XXXIX,12,1,"“She is a great fool for going away, if she liked him.”"
CHAPTER XXXIX,13,1,"“But I hope there is no strong attachment on either side,” said Jane."
CHAPTER XXXIX,14,1,“I am sure there is not on _his_.
CHAPTER XXXIX,14,2,"I will answer for it, he never cared three straws about her."
CHAPTER XXXIX,14,3,Who _could_ about such a nasty little freckled thing?”
CHAPTER XXXIX,15,1,"Elizabeth was shocked to think that, however incapable of such coarseness of _expression_ herself, the coarseness of the _sentiment_ was little other than her own breast had formerly harboured and fancied liberal!"
CHAPTER XXXIX,16,1,"As soon as all had ate, and the elder ones paid, the carriage was ordered; and, after some contrivance, the whole party, with all their boxes, workbags, and parcels, and the unwelcome addition of Kitty’s and Lydia’s purchases, were seated in it."
CHAPTER XXXIX,17,1,“How nicely we are crammed in!” cried Lydia.
CHAPTER XXXIX,17,2,"“I am glad I brought my bonnet, if it is only for the fun of having another band-box!"
CHAPTER XXXIX,17,3,"Well, now let us be quite comfortable and snug, and talk and laugh all the way home."
CHAPTER XXXIX,17,4,"And in the first place, let us hear what has happened to you all since you went away."
CHAPTER XXXIX,17,5,Have you seen any pleasant men?
CHAPTER XXXIX,17,6,Have you had any flirting?
CHAPTER XXXIX,17,7,I was in great hopes that one of you would have got a husband before you came back.
CHAPTER XXXIX,17,8,"Jane will be quite an old maid soon, I declare."
CHAPTER XXXIX,17,9,She is almost three-and-twenty!
CHAPTER XXXIX,17,10,Lord!
CHAPTER XXXIX,17,11,how ashamed I should be of not being married before three-and-twenty!
CHAPTER XXXIX,17,12,My aunt Philips wants you so to get husbands you can’t think.
CHAPTER XXXIX,17,13,She says Lizzy had better have taken Mr. Collins; but _I_ do not think there would have been any fun in it.
CHAPTER XXXIX,17,14,Lord!
CHAPTER XXXIX,17,15,how I should like to be married before any of you!
CHAPTER XXXIX,17,16,and then I would _chaperon_ you about to all the balls.
CHAPTER XXXIX,17,17,Dear me!
CHAPTER XXXIX,17,18,we had such a good piece of fun the other day at Colonel Forster’s!
CHAPTER XXXIX,17,19,"Kitty and me were to spend the day there, and Mrs. Forster promised to have a little dance in the evening; (by-the-bye, Mrs. Forster and me are _such_ friends!)"
CHAPTER XXXIX,17,20,"and so she asked the two Harringtons to come: but Harriet was ill, and so Pen was forced to come by herself; and then, what do you think we did?"
CHAPTER XXXIX,17,21,"We dressed up Chamberlayne in woman’s clothes, on purpose to pass for a lady,--only think what fun!"
CHAPTER XXXIX,17,22,"Not a soul knew of it, but Colonel and Mrs. Forster, and Kitty and me, except my aunt, for we were forced to borrow one of her gowns; and you cannot imagine how well he looked!"
CHAPTER XXXIX,17,23,"When Denny, and Wickham, and Pratt, and two or three more of the men came in, they did not know him in the least."
CHAPTER XXXIX,17,24,Lord!
CHAPTER XXXIX,17,25,how I laughed!
CHAPTER XXXIX,17,26,and so did Mrs. Forster.
CHAPTER XXXIX,17,27,I thought I should have died.
CHAPTER XXXIX,17,28,"And _that_ made the men suspect something, and then they soon found out what was the matter.”"
CHAPTER XXXIX,18,1,"With such kind of histories of their parties and good jokes did Lydia, assisted by Kitty’s hints and additions, endeavour to amuse her companions all the way to Longbourn."
CHAPTER XXXIX,18,2,"Elizabeth listened as little as she could, but there was no escaping the frequent mention of Wickham’s name."
CHAPTER XXXIX,19,1,Their reception at home was most kind.
CHAPTER XXXIX,19,2,"Mrs. Bennet rejoiced to see Jane in undiminished beauty; and more than once during dinner did Mr. Bennet say voluntarily to Elizabeth,----"
CHAPTER XXXIX,20,1,"“I am glad you are come back, Lizzy.”"
CHAPTER XXXIX,21,1,"Their party in the dining-room was large, for almost all the Lucases came to meet Maria and hear the news; and various were the subjects which occupied them: Lady Lucas was inquiring of Maria, across the table, after the welfare and poultry of her eldest daughter; Mrs. Bennet was doubly engaged, on one hand collecting an account of the present fashions from Jane, who sat some way below her, and on the other, retailing them all to the younger Miss Lucases; and Lydia, in a voice rather louder than any other person’s, was enumerating the various pleasures of the morning to anybody who would hear her."
CHAPTER XXXIX,22,1,"“Oh, Mary,” said she, “I wish you had gone with us, for we had such fun!"
CHAPTER XXXIX,22,2,"as we went along Kitty and me drew up all the blinds, and pretended there was nobody in the coach; and I should have gone so all the way, if Kitty had not been sick; and when we got to the George, I do think we behaved very handsomely, for we treated the other three with the nicest cold luncheon in the world, and if you would have gone, we would have treated you too."
CHAPTER XXXIX,22,3,And then when we came away it was such fun!
CHAPTER XXXIX,22,4,I thought we never should have got into the coach.
CHAPTER XXXIX,22,5,I was ready to die of laughter.
CHAPTER XXXIX,22,6,And then we were so merry all the way home!
CHAPTER XXXIX,22,7,"we talked and laughed so loud, that anybody might have heard us ten miles off!”"
CHAPTER XXXIX,23,1,"To this, Mary very gravely replied, “Far be it from me, my dear sister, to depreciate such pleasures."
CHAPTER XXXIX,23,2,They would doubtless be congenial with the generality of female minds.
CHAPTER XXXIX,23,3,But I confess they would have no charms for _me_.
CHAPTER XXXIX,23,4,I should infinitely prefer a book.”
CHAPTER XXXIX,24,1,But of this answer Lydia heard not a word.
CHAPTER XXXIX,24,2,"She seldom listened to anybody for more than half a minute, and never attended to Mary at all."
CHAPTER XXXIX,25,1,"In the afternoon Lydia was urgent with the rest of the girls to walk to Meryton, and see how everybody went on; but Elizabeth steadily opposed the scheme."
CHAPTER XXXIX,25,2,"It should not be said, that the Miss Bennets could not be at home half a day before they were in pursuit of the officers."
CHAPTER XXXIX,25,3,"There was another reason, too, for her opposition."
CHAPTER XXXIX,25,4,"She dreaded seeing Wickham again, and was resolved to avoid it as long as possible."
CHAPTER XXXIX,25,5,"The comfort to _her_, of the regiment’s approaching removal, was indeed beyond expression."
CHAPTER XXXIX,25,6,"In a fortnight they were to go, and once gone, she hoped there could be nothing more to plague her on his account."
CHAPTER XXXIX,26,1,"She had not been many hours at home, before she found that the Brighton scheme, of which Lydia had given them a hint at the inn, was under frequent discussion between her parents."
CHAPTER XXXIX,26,2,"Elizabeth saw directly that her father had not the smallest intention of yielding; but his answers were at the same time so vague and equivocal, that her mother, though often disheartened, had never yet despaired of succeeding at last."
CHAPTER XL,1,1,"Elizabeth’s impatience to acquaint Jane with what had happened could no longer be overcome; and at length resolving to suppress every particular in which her sister was concerned, and preparing her to be surprised, she related to her the next morning the chief of the scene between Mr. Darcy and herself."
CHAPTER XL,2,1,Miss Bennet’s astonishment was soon lessened by the strong sisterly partiality which made any admiration of Elizabeth appear perfectly natural; and all surprise was shortly lost in other feelings.
CHAPTER XL,2,2,She was sorry that Mr. Darcy should have delivered his sentiments in a manner so little suited to recommend them; but still more was she grieved for the unhappiness which her sister’s refusal must have given him.
CHAPTER XL,3,1,"“His being so sure of succeeding was wrong,” said she, “and certainly ought not to have appeared; but consider how much it must increase his disappointment.”"
CHAPTER XL,4,1,"“Indeed,” replied Elizabeth, “I am heartily sorry for him; but he has other feelings which will probably soon drive away his regard for me."
CHAPTER XL,4,2,"You do not blame me, however, for refusing him?”"
CHAPTER XL,5,1,“But you blame me for having spoken so warmly of Wickham?”
CHAPTER XL,6,1,“No--I do not know that you were wrong in saying what you did.”
CHAPTER XL,7,1,"“But you _will_ know it, when I have told you what happened the very next day.”"
CHAPTER XL,8,1,"She then spoke of the letter, repeating the whole of its contents as far as they concerned George Wickham."
CHAPTER XL,8,2,"What a stroke was this for poor Jane, who would willingly have gone through the world without believing that so much wickedness existed in the whole race of mankind as was here collected in one individual!"
CHAPTER XL,8,3,"Nor was Darcy’s vindication, though grateful to her feelings, capable of consoling her for such discovery."
CHAPTER XL,8,4,"Most earnestly did she labour to prove the probability of error, and seek to clear one, without involving the other."
